FQDN System Name,IP Address,Network,Network Range,Broadcast Address,VLAN,VLAN number,Logical Net,Logical Interface,Network Scope,TOR switch used
celtserverq1.hyper.q1.tdnqa.hzl.ilx.com,10.53.29.21/24,HYPER,10.53.29.0/24,10.53.29.255,HZLS-93COLO-TDNH1-A-HYPER-1,2500,HYPER,PRODHYPER,Business Site,YES
celtstorageq1.idcm.q1.tdnqa.hzl.ilx.com,10.179.8.76/23,IDCM,10.179.8.0/23,10.179.9.255,HZL-COLO-MCE2-IDCM-1,2509,PROD,PROD,Business Site,YES
celtstorageq1.main.q1.tdnqa.hzl.ilx.com,10.181.196.76/23,MAIN,10.181.196.0/23,10.181.197.255,HZLS-93COLO-TDNH1-A-MAIN-1,2502,PROD,PROD,Business Site,YES
celtstorageq1.out.q1.tdnqa.hzl.ilx.com,10.53.30.76/23,OUT,10.53.30.0/23,10.53.31.255,HZLS-93COLO-TDNH1-A-JUMBO-1,2501,PROD,PROD,Business Site,YES
cleekq1.a.arbi10.q1.tdnqa.hzl.ilx.com,10.179.12.203/27,A.ARBI10,10.179.12.192/27,10.179.12.223,HZL-COLO-MCE2-ARBI1-2,1702,ARBI10,ARBI10,Business Silo,
cleekq1.filer.q1.tdnqa.hzl.ilx.com,10.181.198.41/24,FILER,10.181.198.0/24,10.181.198.255,HZLS-93COLO-TDNH1-A-STORAGE-1,2503,PROD,PROD,Business Site,YES
cleekq1.gtdl.q1.tdnqa.hzl.ilx.com,10.179.11.11/26,GTDL,10.179.11.0/26,10.179.11.63,HZL-COLO-MCE2-GTDL-1,1802,GTDL,GTDL,Business Site,
cleekq1.idcm.q1.tdnqa.hzl.ilx.com,10.179.8.95/23,IDCM,10.179.8.0/23,10.179.9.255,HZL-COLO-MCE2-IDCM-1,2509,PROD,PROD,Business Site,YES
cleekq1.log.q1.tdnqa.hzl.ilx.com,10.179.11.75/26,LOG,10.179.11.64/26,10.179.11.127,HZL-COLO-MCE2-LOG1-1,1803,LOG,LOG,Business Silo,
cleekq1.main.q1.tdnqa.hzl.ilx.com,10.181.196.95/23,MAIN,10.181.196.0/23,10.181.197.255,HZLS-93COLO-TDNH1-A-MAIN-1,2502,PROD,PROD,Business Site,YES
cleekq1.out.q1.tdnqa.hzl.ilx.com,10.53.30.95/23,OUT,10.53.30.0/23,10.53.31.255,HZLS-93COLO-TDNH1-A-JUMBO-1,2501,PROD,PROD,Business Site,YES
cleekq1.tpfun.q1.tdnqa.hzl.ilx.com,10.179.11.198/26,TPFUN,10.179.11.192/26,10.179.11.255,HZL-COLO-MCE2-TPFUN-1,1805,TPFUN,TPFUN,Business Site,
cooperq1a.idcm.q1.tdnqa.hzl.ilx.com,10.179.8.14/23,IDCM,10.179.8.0/23,10.179.9.255,HZL-COLO-MCE2-IDCM-1,2509,PROD,CHASSIS,Business Site,YES
cooperq1a.main.q1.tdnqa.hzl.ilx.com,10.181.196.14/23,MAIN,10.181.196.0/23,10.181.197.255,HZLS-93COLO-TDNH1-A-MAIN-1,2502,PROD,CHASSIS,Business Site,YES
cooperq1a.out.q1.tdnqa.hzl.ilx.com,10.53.30.14/23,OUT,10.53.30.0/23,10.53.31.255,HZLS-93COLO-TDNH1-A-JUMBO-1,2501,PROD,CHASSIS,Business Site,YES
cooperq1b.idcm.q1.tdnqa.hzl.ilx.com,10.179.8.15/23,IDCM,10.179.8.0/23,10.179.9.255,HZL-COLO-MCE2-IDCM-1,2509,PROD,CHASSIS,Business Site,YES
cooperq1b.main.q1.tdnqa.hzl.ilx.com,10.181.196.15/23,MAIN,10.181.196.0/23,10.181.197.255,HZLS-93COLO-TDNH1-A-MAIN-1,2502,PROD,CHASSIS,Business Site,YES
cooperq1b.out.q1.tdnqa.hzl.ilx.com,10.53.30.15/23,OUT,10.53.30.0/23,10.53.31.255,HZLS-93COLO-TDNH1-A-JUMBO-1,2501,PROD,CHASSIS,Business Site,YES
cooperq2a.idcm.q1.tdnqa.hzl.ilx.com,10.179.8.16/23,IDCM,10.179.8.0/23,10.179.9.255,HZL-COLO-MCE2-IDCM-1,2509,PROD,CHASSIS,Business Site,YES
cooperq2a.main.q1.tdnqa.hzl.ilx.com,10.181.196.16/23,MAIN,10.181.196.0/23,10.181.197.255,HZLS-93COLO-TDNH1-A-MAIN-1,2502,PROD,CHASSIS,Business Site,YES
cooperq2a.out.q1.tdnqa.hzl.ilx.com,10.53.30.16/23,OUT,10.53.30.0/23,10.53.31.255,HZLS-93COLO-TDNH1-A-JUMBO-1,2501,PROD,CHASSIS,Business Site,YES
cooperq2b.idcm.q1.tdnqa.hzl.ilx.com,10.179.8.17/23,IDCM,10.179.8.0/23,10.179.9.255,HZL-COLO-MCE2-IDCM-1,2509,PROD,CHASSIS,Business Site,YES
cooperq2b.main.q1.tdnqa.hzl.ilx.com,10.181.196.17/23,MAIN,10.181.196.0/23,10.181.197.255,HZLS-93COLO-TDNH1-A-MAIN-1,2502,PROD,CHASSIS,Business Site,YES
cooperq2b.out.q1.tdnqa.hzl.ilx.com,10.53.30.17/23,OUT,10.53.30.0/23,10.53.31.255,HZLS-93COLO-TDNH1-A-JUMBO-1,2501,PROD,CHASSIS,Business Site,YES
cqfepq1.apphost.q1.tdnqa.hzl.ilx.com,10.53.35.71/27,APPHOST,10.53.35.64/27,10.53.35.95,HZLS-93COLO-TDNM1-A-APPHOST-1,2546,NETCOMMS,CHASSIS,Business Site,YES
cqfepq1.web.q1.tdnqa.hzl.ilx.com,10.53.28.2/24,WEB,10.53.28.0/24,10.53.28.255,HZLS-93COLO-TDNM1-A-JUMBO-1,2510,WEB,CHASSIS,Business Site,YES
divotq1.a.arbi40.q1.tdnqa.hzl.ilx.com,10.179.12.9/27,A.ARBI40,10.179.12.0/27,10.179.12.31,HZL-COLO-MCE2-ARBI1-1,1700,ARBI40,ARBI40,Business Silo,
divotq1.filer.q1.tdnqa.hzl.ilx.com,10.181.198.42/24,FILER,10.181.198.0/24,10.181.198.255,HZLS-93COLO-TDNH1-A-STORAGE-1,2503,PROD,PROD,Business Site,YES
divotq1.gtdl.q1.tdnqa.hzl.ilx.com,10.179.11.12/26,GTDL,10.179.11.0/26,10.179.11.63,HZL-COLO-MCE2-GTDL-1,1802,GTDL,GTDL,Business Site,
divotq1.idcm.q1.tdnqa.hzl.ilx.com,10.179.8.96/23,IDCM,10.179.8.0/23,10.179.9.255,HZL-COLO-MCE2-IDCM-1,2509,PROD,PROD,Business Site,YES
divotq1.log.q1.tdnqa.hzl.ilx.com,10.179.11.76/26,LOG,10.179.11.64/26,10.179.11.127,HZL-COLO-MCE2-LOG1-1,1803,LOG,LOG,Business Silo,
divotq1.main.q1.tdnqa.hzl.ilx.com,10.181.196.96/23,MAIN,10.181.196.0/23,10.181.197.255,HZLS-93COLO-TDNH1-A-MAIN-1,2502,PROD,PROD,Business Site,YES
divotq1.out.q1.tdnqa.hzl.ilx.com,10.53.30.96/23,OUT,10.53.30.0/23,10.53.31.255,HZLS-93COLO-TDNH1-A-JUMBO-1,2501,PROD,PROD,Business Site,YES
divotq1.tpfun.q1.tdnqa.hzl.ilx.com,10.179.11.199/26,TPFUN,10.179.11.192/26,10.179.11.255,HZL-COLO-MCE2-TPFUN-1,1805,TPFUN,TPFUN,Business Site,
dqtoolsq1.idcm.q1.tdnqa.hzl.ilx.com,10.179.8.83/23,IDCM,10.179.8.0/23,10.179.9.255,HZL-COLO-MCE2-IDCM-1,2509,PROD,CHASSIS,Business Site,YES
dqtoolsq1.main.q1.tdnqa.hzl.ilx.com,10.181.196.83/23,MAIN,10.181.196.0/23,10.181.197.255,HZLS-93COLO-TDNH1-A-MAIN-1,2502,PROD,CHASSIS,Business Site,YES
dqtoolsq1.out.q1.tdnqa.hzl.ilx.com,10.53.30.83/23,OUT,10.53.30.0/23,10.53.31.255,HZLS-93COLO-TDNH1-A-JUMBO-1,2501,PROD,CHASSIS,Business Site,YES
dtpfepcq1a.hyper.q1.tdnqa.hzl.ilx.com,10.53.29.12/24,HYPER,10.53.29.0/24,10.53.29.255,HZLS-93COLO-TDNH1-A-HYPER-1,2500,HYPER,PRODHYPER,Business Site,YES
dtpfepcq1n.hyper.q1.tdnqa.hzl.ilx.com,10.53.29.16/24,HYPER,10.53.29.0/24,10.53.29.255,HZLS-93COLO-TDNH1-A-HYPER-1,2500,HYPER,PRODHYPER,Business Site,YES
dtpfepcq2a.hyper.q1.tdnqa.hzl.ilx.com,10.53.29.15/24,HYPER,10.53.29.0/24,10.53.29.255,HZLS-93COLO-TDNH1-A-HYPER-1,2500,HYPER,PRODHYPER,Business Site,YES
dtpfepcq2n.hyper.q1.tdnqa.hzl.ilx.com,10.53.29.13/24,HYPER,10.53.29.0/24,10.53.29.255,HZLS-93COLO-TDNH1-A-HYPER-1,2500,HYPER,PRODHYPER,Business Site,YES
dtpq1b.fepc.q1.tdnqa.hzl.ilx.com,10.179.10.154/25,FEPC,10.179.10.128/25,10.179.10.255,HZL-COLO-MCE2-FEPC-1,1801,FEPC,FEPC,Business Site,
dtpq1b.filer.q1.tdnqa.hzl.ilx.com,10.181.198.20/24,FILER,10.181.198.0/24,10.181.198.255,HZLS-93COLO-TDNH1-A-STORAGE-1,2503,PROD,PROD,Business Site,YES
dtpq1b.idcm.q1.tdnqa.hzl.ilx.com,10.179.8.68/23,IDCM,10.179.8.0/23,10.179.9.255,HZL-COLO-MCE2-IDCM-1,2509,PROD,PROD,Business Site,YES
dtpq1b.main.q1.tdnqa.hzl.ilx.com,10.181.196.68/23,MAIN,10.181.196.0/23,10.181.197.255,HZLS-93COLO-TDNH1-A-MAIN-1,2502,PROD,PROD,Business Site,YES
dtpq1b.out.q1.tdnqa.hzl.ilx.com,10.53.30.68/23,OUT,10.53.30.0/23,10.53.31.255,HZLS-93COLO-TDNH1-A-JUMBO-1,2501,PROD,PROD,Business Site,YES
eagleq1.a.arbi10.q1.tdnqa.hzl.ilx.com,10.179.12.193/27,A.ARBI10,10.179.12.192/27,10.179.12.223,HZL-COLO-MCE2-ARBI1-2,1702,ARBI10,ARBI10,Business Silo,
eagleq1.a.arbi40.q1.tdnqa.hzl.ilx.com,10.179.12.1/27,A.ARBI40,10.179.12.0/27,10.179.12.31,HZL-COLO-MCE2-ARBI1-1,1700,ARBI40,ARBI40,Business Silo,
eagleq1.a1.etg.q1.tdnqa.hzl.ilx.com,10.110.17.129/25,A1.ETG,10.110.17.128/25,10.110.17.255,PPE_ERB-Hash-LAN-A,817,ETG,ETG,Business Site,
eagleq1.b1.etg.q1.tdnqa.hzl.ilx.com,10.110.18.129/25,B1.ETG,10.110.18.128/25,10.110.18.255,PPE_ERB-Hash-LAN-B,818,ETG,ETG,Business Site,
eagleq1.filer.q1.tdnqa.hzl.ilx.com,10.181.198.30/24,FILER,10.181.198.0/24,10.181.198.255,HZLS-93COLO-TDNH1-A-STORAGE-1,2503,PROD,PROD,Business Site,YES
eagleq1.gtdl.q1.tdnqa.hzl.ilx.com,10.179.11.1/26,GTDL,10.179.11.0/26,10.179.11.63,HZL-COLO-MCE2-GTDL-1,1802,GTDL,GTDL,Business Site,
eagleq1.idcm.q1.tdnqa.hzl.ilx.com,10.179.8.84/23,IDCM,10.179.8.0/23,10.179.9.255,HZL-COLO-MCE2-IDCM-1,2509,PROD,PROD,Business Site,YES
eagleq1.log.q1.tdnqa.hzl.ilx.com,10.179.11.65/26,LOG,10.179.11.64/26,10.179.11.127,HZL-COLO-MCE2-LOG1-1,1803,LOG,LOG,Business Silo,
eagleq1.main.q1.tdnqa.hzl.ilx.com,10.181.196.84/23,MAIN,10.181.196.0/23,10.181.197.255,HZLS-93COLO-TDNH1-A-MAIN-1,2502,PROD,PROD,Business Site,YES
eagleq1.out.q1.tdnqa.hzl.ilx.com,10.53.30.84/23,OUT,10.53.30.0/23,10.53.31.255,HZLS-93COLO-TDNH1-A-JUMBO-1,2501,PROD,PROD,Business Site,YES
eagleq2.a.arbi10.q1.tdnqa.hzl.ilx.com,10.179.12.206/27,A.ARBI10,10.179.12.192/27,10.179.12.223,HZL-COLO-MCE2-ARBI1-2,1702,ARBI10,ARBI10,Business Silo,
eagleq2.a.arbi40.q1.tdnqa.hzl.ilx.com,10.179.12.3/27,A.ARBI40,10.179.12.0/27,10.179.12.31,HZL-COLO-MCE2-ARBI1-1,1700,ARBI40,ARBI40,Business Silo,
eagleq2.a1.etg.q1.tdnqa.hzl.ilx.com,10.110.17.130/25,A1.ETG,10.110.17.128/25,10.110.17.255,PPE_ERB-Hash-LAN-A,817,ETG,ETG,Business Site,
eagleq2.b1.etg.q1.tdnqa.hzl.ilx.com,10.110.18.130/25,B1.ETG,10.110.18.128/25,10.110.18.255,PPE_ERB-Hash-LAN-B,818,ETG,ETG,Business Site,
eagleq2.filer.q1.tdnqa.hzl.ilx.com,10.181.198.58/24,FILER,10.181.198.0/24,10.181.198.255,HZLS-93COLO-TDNH1-A-STORAGE-1,2503,PROD,PROD,Business Site,YES
eagleq2.gtdl.q1.tdnqa.hzl.ilx.com,10.179.11.16/26,GTDL,10.179.11.0/26,10.179.11.63,HZL-COLO-MCE2-GTDL-1,1802,GTDL,GTDL,Business Site,
eagleq2.idcm.q1.tdnqa.hzl.ilx.com,10.179.8.132/23,IDCM,10.179.8.0/23,10.179.9.255,HZL-COLO-MCE2-IDCM-1,2509,PROD,PROD,Business Site,YES
eagleq2.log.q1.tdnqa.hzl.ilx.com,10.179.11.80/26,LOG,10.179.11.64/26,10.179.11.127,HZL-COLO-MCE2-LOG1-1,1803,LOG,LOG,Business Silo,
eagleq2.main.q1.tdnqa.hzl.ilx.com,10.181.196.132/23,MAIN,10.181.196.0/23,10.181.197.255,HZLS-93COLO-TDNH1-A-MAIN-1,2502,PROD,PROD,Business Site,YES
eagleq2.out.q1.tdnqa.hzl.ilx.com,10.53.30.131/23,OUT,10.53.30.0/23,10.53.31.255,HZLS-93COLO-TDNH1-A-JUMBO-1,2501,PROD,PROD,Business Site,YES
fairwayq1.a.arbi40.q1.tdnqa.hzl.ilx.com,10.179.12.4/27,A.ARBI40,10.179.12.0/27,10.179.12.31,HZL-COLO-MCE2-ARBI1-1,1700,ARBI40,ARBI40,Business Silo,
fairwayq1.filer.q1.tdnqa.hzl.ilx.com,10.181.198.43/24,FILER,10.181.198.0/24,10.181.198.255,HZLS-93COLO-TDNH1-A-STORAGE-1,2503,PROD,PROD,Business Site,YES
fairwayq1.gtdl.q1.tdnqa.hzl.ilx.com,10.179.11.13/26,GTDL,10.179.11.0/26,10.179.11.63,HZL-COLO-MCE2-GTDL-1,1802,GTDL,GTDL,Business Site,
fairwayq1.idcm.q1.tdnqa.hzl.ilx.com,10.179.8.97/23,IDCM,10.179.8.0/23,10.179.9.255,HZL-COLO-MCE2-IDCM-1,2509,PROD,PROD,Business Site,YES
fairwayq1.log.q1.tdnqa.hzl.ilx.com,10.179.11.77/26,LOG,10.179.11.64/26,10.179.11.127,HZL-COLO-MCE2-LOG1-1,1803,LOG,LOG,Business Silo,
fairwayq1.main.q1.tdnqa.hzl.ilx.com,10.181.196.97/23,MAIN,10.181.196.0/23,10.181.197.255,HZLS-93COLO-TDNH1-A-MAIN-1,2502,PROD,PROD,Business Site,YES
fairwayq1.out.q1.tdnqa.hzl.ilx.com,10.53.30.97/23,OUT,10.53.30.0/23,10.53.31.255,HZLS-93COLO-TDNH1-A-JUMBO-1,2501,PROD,PROD,Business Site,YES
fairwayq1.tpfun.q1.tdnqa.hzl.ilx.com,10.179.11.200/26,TPFUN,10.179.11.192/26,10.179.11.255,HZL-COLO-MCE2-TPFUN-1,1805,TPFUN,TPFUN,Business Site,
fairwayq3.a.arbi40.q1.tdnqa.hzl.ilx.com,10.179.12.11/27,A.ARBI40,10.179.12.0/27,10.179.12.31,HZL-COLO-MCE2-ARBI1-1,1700,ARBI40,ARBI40,Business Silo,
fairwayq3.filer.q1.tdnqa.hzl.ilx.com,10.181.198.59/24,FILER,10.181.198.0/24,10.181.198.255,HZLS-93COLO-TDNH1-A-STORAGE-1,2503,PROD,PROD,Business Site,YES
fairwayq3.gtdl.q1.tdnqa.hzl.ilx.com,10.179.11.17/26,GTDL,10.179.11.0/26,10.179.11.63,HZL-COLO-MCE2-GTDL-1,1802,GTDL,GTDL,Business Site,
fairwayq3.idcm.q1.tdnqa.hzl.ilx.com,10.179.8.133/23,IDCM,10.179.8.0/23,10.179.9.255,HZL-COLO-MCE2-IDCM-1,2509,PROD,PROD,Business Site,YES
fairwayq3.log.q1.tdnqa.hzl.ilx.com,10.179.11.81/26,LOG,10.179.11.64/26,10.179.11.127,HZL-COLO-MCE2-LOG1-1,1803,LOG,LOG,Business Silo,
fairwayq3.main.q1.tdnqa.hzl.ilx.com,10.181.196.133/23,MAIN,10.181.196.0/23,10.181.197.255,HZLS-93COLO-TDNH1-A-MAIN-1,2502,PROD,PROD,Business Site,YES
fairwayq3.out.q1.tdnqa.hzl.ilx.com,10.53.30.132/23,OUT,10.53.30.0/23,10.53.31.255,HZLS-93COLO-TDNH1-A-JUMBO-1,2501,PROD,PROD,Business Site,YES
fairwayq3.tpfun.q1.tdnqa.hzl.ilx.com,10.179.11.209/26,TPFUN,10.179.11.192/26,10.179.11.255,HZL-COLO-MCE2-TPFUN-1,1805,TPFUN,TPFUN,Business Site,
fismq1.hyper.q1.tdnqa.hzl.ilx.com,10.53.29.27/24,HYPER,10.53.29.0/24,10.53.29.255,HZLS-93COLO-TDNH1-A-HYPER-1,2500,HYPER,HOSTHYPER,Business Site,YES
fitdbserverq1.hyper.q1.tdnqa.hzl.ilx.com,10.53.29.30/24,HYPER,10.53.29.0/24,10.53.29.255,HZLS-93COLO-TDNH1-A-HYPER-1,2500,HYPER,PRODHYPER,Business Site,YES
fringeq1.a.arbi10.q1.tdnqa.hzl.ilx.com,10.179.12.204/27,A.ARBI10,10.179.12.192/27,10.179.12.223,HZL-COLO-MCE2-ARBI1-2,1702,ARBI10,ARBI10,Business Silo,
fringeq1.filer.q1.tdnqa.hzl.ilx.com,10.181.198.44/24,FILER,10.181.198.0/24,10.181.198.255,HZLS-93COLO-TDNH1-A-STORAGE-1,2503,PROD,PROD,Business Site,YES
fringeq1.gtdl.q1.tdnqa.hzl.ilx.com,10.179.11.14/26,GTDL,10.179.11.0/26,10.179.11.63,HZL-COLO-MCE2-GTDL-1,1802,GTDL,GTDL,Business Site,
fringeq1.idcm.q1.tdnqa.hzl.ilx.com,10.179.8.98/23,IDCM,10.179.8.0/23,10.179.9.255,HZL-COLO-MCE2-IDCM-1,2509,PROD,PROD,Business Site,YES
fringeq1.log.q1.tdnqa.hzl.ilx.com,10.179.11.78/26,LOG,10.179.11.64/26,10.179.11.127,HZL-COLO-MCE2-LOG1-1,1803,LOG,LOG,Business Silo,
fringeq1.main.q1.tdnqa.hzl.ilx.com,10.181.196.98/23,MAIN,10.181.196.0/23,10.181.197.255,HZLS-93COLO-TDNH1-A-MAIN-1,2502,PROD,PROD,Business Site,YES
fringeq1.out.q1.tdnqa.hzl.ilx.com,10.53.30.98/23,OUT,10.53.30.0/23,10.53.31.255,HZLS-93COLO-TDNH1-A-JUMBO-1,2501,PROD,PROD,Business Site,YES
fringeq1.tpfun.q1.tdnqa.hzl.ilx.com,10.179.11.201/26,TPFUN,10.179.11.192/26,10.179.11.255,HZL-COLO-MCE2-TPFUN-1,1805,TPFUN,TPFUN,Business Site,
galaxyq1.a.livetkr.q1.tdnqa.hzl.ilx.com,10.179.12.77/27,A.LIVETKR,10.179.12.64/27,10.179.12.95,HZL-COLO-MCE2-LIVETKR1-1,1511,TKR,TKR,Business Site,
galaxyq1.a.sitetkr.q1.tdnqa.hzl.ilx.com,10.179.12.109/27,A.SITETKR,10.179.12.96/27,10.179.12.127,HZL-COLO-MCE2-UP4TKR1-2,1512,TKR,TKR,Business Site,
galaxyq1.b.livetkr.q1.tdnqa.hzl.ilx.com,10.179.12.141/27,B.LIVETKR,10.179.12.128/27,10.179.12.159,HZL-COLO-MCE2-LIVETKR2-1,1611,TKR,TKR,Business Site,
galaxyq1.b.sitetkr.q1.tdnqa.hzl.ilx.com,10.179.12.173/27,B.SITETKR,10.179.12.160/27,10.179.12.191,HZL-COLO-MCE2-UP4TKR2-2,1612,TKR,TKR,Business Site,
galaxyq1.filer.q1.tdnqa.hzl.ilx.com,10.181.198.49/24,FILER,10.181.198.0/24,10.181.198.255,HZLS-93COLO-TDNH1-A-STORAGE-1,2503,PROD,PROD,Business Site,YES
galaxyq1.idcm.q1.tdnqa.hzl.ilx.com,10.179.8.110/23,IDCM,10.179.8.0/23,10.179.9.255,HZL-COLO-MCE2-IDCM-1,2509,PROD,PROD,Business Site,YES
galaxyq1.main.q1.tdnqa.hzl.ilx.com,10.181.196.110/23,MAIN,10.181.196.0/23,10.181.197.255,HZLS-93COLO-TDNH1-A-MAIN-1,2502,PROD,PROD,Business Site,YES
galaxyq1.out.q1.tdnqa.hzl.ilx.com,10.53.30.110/23,OUT,10.53.30.0/23,10.53.31.255,HZLS-93COLO-TDNH1-A-JUMBO-1,2501,PROD,PROD,Business Site,YES
greenq1.a.arbi10.q1.tdnqa.hzl.ilx.com,10.179.12.205/27,A.ARBI10,10.179.12.192/27,10.179.12.223,HZL-COLO-MCE2-ARBI1-2,1702,ARBI10,ARBI10,Business Silo,
greenq1.filer.q1.tdnqa.hzl.ilx.com,10.181.198.45/24,FILER,10.181.198.0/24,10.181.198.255,HZLS-93COLO-TDNH1-A-STORAGE-1,2503,PROD,PROD,Business Site,YES
greenq1.gtdl.q1.tdnqa.hzl.ilx.com,10.179.11.15/26,GTDL,10.179.11.0/26,10.179.11.63,HZL-COLO-MCE2-GTDL-1,1802,GTDL,GTDL,Business Site,
greenq1.idcm.q1.tdnqa.hzl.ilx.com,10.179.8.99/23,IDCM,10.179.8.0/23,10.179.9.255,HZL-COLO-MCE2-IDCM-1,2509,PROD,PROD,Business Site,YES
greenq1.log.q1.tdnqa.hzl.ilx.com,10.179.11.79/26,LOG,10.179.11.64/26,10.179.11.127,HZL-COLO-MCE2-LOG1-1,1803,LOG,LOG,Business Silo,
greenq1.main.q1.tdnqa.hzl.ilx.com,10.181.196.99/23,MAIN,10.181.196.0/23,10.181.197.255,HZLS-93COLO-TDNH1-A-MAIN-1,2502,PROD,PROD,Business Site,YES
greenq1.out.q1.tdnqa.hzl.ilx.com,10.53.30.99/23,OUT,10.53.30.0/23,10.53.31.255,HZLS-93COLO-TDNH1-A-JUMBO-1,2501,PROD,PROD,Business Site,YES
greenq1.tpfun.q1.tdnqa.hzl.ilx.com,10.179.11.202/26,TPFUN,10.179.11.192/26,10.179.11.255,HZL-COLO-MCE2-TPFUN-1,1805,TPFUN,TPFUN,Business Site,
gsmrepq1.host.q1.tdnqa.hzl.ilx.com,10.53.34.36/27,HOST,10.53.34.32/27,10.53.34.63,HZLS-93COLO-TDNH1-A-HOST-1,2541,HOST,HOST,Business Site,YES
gsmrepq1.hostrep.q1.tdnqa.hzl.ilx.com,10.53.34.100/27,HOSTREP,10.53.34.96/27,10.53.34.127,HZLS-93COLO-TDNH1-A-HOSTREP-1,2543,HOST,HOST,Business Site,YES
gsmwebstg01q.webhost.q1.tdnqa.hzl.ilx.com,10.53.34.67/27,WEBHOST,10.53.34.64/27,10.53.34.95,HZLS-93COLO-TDNM1-A-HOSTWEB-1,2542,WEBHOST,WEBHOST,Business Site,YES
hunserverq1.hyper.q1.tdnqa.hzl.ilx.com,10.53.29.22/24,HYPER,10.53.29.0/24,10.53.29.255,HZLS-93COLO-TDNH1-A-HYPER-1,2500,HYPER,PRODHYPER,Business Site,YES
hunstorageq1.idcm.q1.tdnqa.hzl.ilx.com,10.179.8.78/23,IDCM,10.179.8.0/23,10.179.9.255,HZL-COLO-MCE2-IDCM-1,2509,PROD,PROD,Business Site,YES
hunstorageq1.main.q1.tdnqa.hzl.ilx.com,10.181.196.78/23,MAIN,10.181.196.0/23,10.181.197.255,HZLS-93COLO-TDNH1-A-MAIN-1,2502,PROD,PROD,Business Site,YES
hunstorageq1.out.q1.tdnqa.hzl.ilx.com,10.53.30.78/23,OUT,10.53.30.0/23,10.53.31.255,HZLS-93COLO-TDNH1-A-JUMBO-1,2501,PROD,PROD,Business Site,YES
icqfepq1.idmz.q1.tdnqa.hzl.ilx.com,10.53.34.1/27,IDMZ,10.53.34.0/27,10.53.34.31,HZLS-93COLO-TDNI1-A-NONJBO-1,2520,IDMZ,IDMZ,Business Site,YES
ilxftq1.idcm.q1.tdnqa.hzl.ilx.com,10.179.8.1/23,IDCM,10.179.8.0/23,10.179.9.255,HZL-COLO-MCE2-IDCM-1,2509,PROD,CHASSIS,Business Site,YES
ilxftq1.main.q1.tdnqa.hzl.ilx.com,10.181.196.1/23,MAIN,10.181.196.0/23,10.181.197.255,HZLS-93COLO-TDNH1-A-MAIN-1,2502,PROD,CHASSIS,Business Site,YES
ilxftq1.out.q1.tdnqa.hzl.ilx.com,10.53.30.1/23,OUT,10.53.30.0/23,10.53.31.255,HZLS-93COLO-TDNH1-A-JUMBO-1,2501,PROD,CHASSIS,Business Site,YES
incaserverq1.hyper.q1.tdnqa.hzl.ilx.com,10.53.29.23/24,HYPER,10.53.29.0/24,10.53.29.255,HZLS-93COLO-TDNH1-A-HYPER-1,2500,HYPER,PRODHYPER,Business Site,YES
itcfepcq1a.hyper.q1.tdnqa.hzl.ilx.com,10.53.29.28/24,HYPER,10.53.29.0/24,10.53.29.255,HZLS-93COLO-TDNH1-A-HYPER-1,2500,HYPER,PRODHYPER,Business Site,YES
itcfepcq1b.hyper.q1.tdnqa.hzl.ilx.com,10.53.29.29/24,HYPER,10.53.29.0/24,10.53.29.255,HZLS-93COLO-TDNH1-A-HYPER-1,2500,HYPER,PRODHYPER,Business Site,YES
jetsonq1.hyper.q1.tdnqa.hzl.ilx.com,10.53.29.9/24,HYPER,10.53.29.0/24,10.53.29.255,HZLS-93COLO-TDNH1-A-HYPER-1,2500,HYPER,WEBHYPER,Business Site,YES
marketq1.a.livetkr.q1.tdnqa.hzl.ilx.com,10.179.12.78/27,A.LIVETKR,10.179.12.64/27,10.179.12.95,HZL-COLO-MCE2-LIVETKR1-1,1511,TKR,TKR,Business Site,
marketq1.a.sitetkr.q1.tdnqa.hzl.ilx.com,10.179.12.110/27,A.SITETKR,10.179.12.96/27,10.179.12.127,HZL-COLO-MCE2-UP4TKR1-2,1512,TKR,TKR,Business Site,
marketq1.b.livetkr.q1.tdnqa.hzl.ilx.com,10.179.12.142/27,B.LIVETKR,10.179.12.128/27,10.179.12.159,HZL-COLO-MCE2-LIVETKR2-1,1611,TKR,TKR,Business Site,
marketq1.b.sitetkr.q1.tdnqa.hzl.ilx.com,10.179.12.174/27,B.SITETKR,10.179.12.160/27,10.179.12.191,HZL-COLO-MCE2-UP4TKR2-2,1612,TKR,TKR,Business Site,
marketq1.filer.q1.tdnqa.hzl.ilx.com,10.181.198.50/24,FILER,10.181.198.0/24,10.181.198.255,HZLS-93COLO-TDNH1-A-STORAGE-1,2503,PROD,PROD,Business Site,YES
marketq1.idcm.q1.tdnqa.hzl.ilx.com,10.179.8.111/23,IDCM,10.179.8.0/23,10.179.9.255,HZL-COLO-MCE2-IDCM-1,2509,PROD,PROD,Business Site,YES
marketq1.main.q1.tdnqa.hzl.ilx.com,10.181.196.111/23,MAIN,10.181.196.0/23,10.181.197.255,HZLS-93COLO-TDNH1-A-MAIN-1,2502,PROD,PROD,Business Site,YES
marketq1.out.q1.tdnqa.hzl.ilx.com,10.53.30.111/23,OUT,10.53.30.0/23,10.53.31.255,HZLS-93COLO-TDNH1-A-JUMBO-1,2501,PROD,PROD,Business Site,YES
